target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_gi,gene_beebase,gene_id,product
NM_001242513.1,7.26E-06,0.000723165,-0.38070632,0.08486513,11.908283,0.05917042,0.000553088,0.021053183,0.010340831,0.021053183,Pdhb,Pdhb,,408654,"Apis mellifera Pyruvate dehydrogenase E1 beta subunit (Pdhb), mRNA;"
XM_395559.7,7.29E-06,0.000723165,0.297317028,0.066292742,13.2321506,0.036094007,0.000232426,0.012951757,0.011851855,0.012951757,LOC412093,LOC412093,GB48378,412093,PREDICTED: Apis mellifera serine/threonine-protein phosphatase 1
NM_001242522.1,8.39E-06,0.0008249,0.266563768,0.059835997,12.31627585,0.02822578,0.000386444,0.009345041,0.010354595,0.010354595,Rpn1,Rpn1,,726087,"Apis mellifera ribophorin I (Rpn1), mRNA."
XR_407947.3,8.76E-06,0.000839369,0.978761001,0.220159584,5.719360063,0.385702058,0.044474672,0.092405662,0.100936055,0.100936055,LOC102655805,LOC102655805,,102655805,PREDICTED: Apis mellifera uncharacterized LOC102655805
XM_392759.7,8.73E-06,0.000839369,0.513222825,0.115422958,14.64454537,0.108169707,9.33E-05,0.039874107,0.017036176,0.039874107,LOC409235,LOC409235,GB55370,409235,"PREDICTED: Apis mellifera neurotrimin (LOC409235), mRNA."
XM_006571812.3,8.65E-06,0.000839369,0.324482735,0.072942322,13.65476752,0.043225873,0.000177005,0.015784742,0.012982121,0.015784742,LOC412045,LOC412045,GB47114,412045,PREDICTED: Apis mellifera
XM_006570798.3,9.29E-06,0.0008823,0.780053856,0.175959208,10.75858669,0.250391031,0.001331446,0.091553482,0.014175162,0.091553482,LOC100577833,LOC100577833,GB47482,100577833,"PREDICTED: Apis mellifera histone H1.2 (LOC100577833), mRNA."
XM_001120897.5,9.48E-06,0.000893163,0.793485274,0.179167929,10.75627852,0.259262822,0.001369652,0.094933788,0.01419145,0.094933788,LOC724995,LOC724995,GB43362,724995,PREDICTED: Apis mellifera 1-acyl-sn-glycerol-3-phosphate
XM_006570301.3,9.59E-06,0.000896569,0.315611376,0.07130645,12.29529521,0.041033629,0.000423165,0.014830665,0.010340788,0.014830665,LOC409870,LOC409870,GB43180,409870,PREDICTED: Apis mellifera minor histocompatibility antigen H13
XM_392190.7,9.72E-06,0.000901011,-1.313125572,0.29686577,12.41370277,0.710615897,0.000370371,0.264017486,0.010435062,0.264017486,LOC408650,LOC408650,GB55515,408650,"PREDICTED: Apis mellifera inositol oxygenase (LOC408650), mRNA."
XM_026443719.1,1.11E-05,0.001024397,0.392723751,0.089382519,12.23008568,0.06385208,0.000434259,0.023533445,0.010306214,0.023533445,LOC102655030,LOC102655030,,102655030,PREDICTED: Apis mellifera glucose-induced degradation protein 4
XM_006557328.3,1.16E-05,0.001057661,-0.574277119,0.130962627,8.738788856,0.136719902,0.004578888,0.046874741,0.042233428,0.046874741,LOC726377,LOC726377,GB49648,726377,"PREDICTED: Apis mellifera eclosion hormone (LOC726377), transcript"
NM_001011596.1,1.21E-05,0.001090542,0.646235301,0.147655589,11.50975652,0.173356853,0.000817888,0.064588631,0.010895263,0.064588631,per,per,,406112,"Apis mellifera period circadian regulator (per), mRNA."
XM_016912255.2,1.30E-05,0.001170938,-0.328439686,0.075341023,11.04462178,0.044900543,0.001123156,0.015905653,0.012425808,0.015905653,LOC411059,LOC411059,GB52290,411059,PREDICTED: Apis mellifera angiogenic factor with G patch and FHA
XM_393144.7,1.33E-05,0.001181047,0.323098907,0.074180129,11.63977103,0.043478132,0.000716713,0.015791361,0.010653258,0.015791361,LOC409646,LOC409646,GB46448,409646,PREDICTED: Apis mellifera cationic amino acid transporter 3
XM_393712.6,1.34E-05,0.001181047,-0.72765343,0.16714213,8.673911115,0.220593935,0.005149361,0.078660114,0.043483606,0.078660114,LOC410229,LOC410229,GB17781,410229,"PREDICTED: Apis mellifera toll-like receptor 6 (LOC410229), mRNA."
XM_391994.7,1.37E-05,0.001181047,-0.543588101,0.124990643,12.68984524,0.123194899,0.000313147,0.046554835,0.010794669,0.046554835,LOC408446,LOC408446,GB43618,408446,"PREDICTED: Apis mellifera probable aconitate hydratase,"
XM_026445368.1,1.35E-05,0.001181047,-0.576227421,0.132403143,13.57259811,0.138366535,0.000185063,0.052406714,0.012738659,0.052406714,LOC551770,LOC551770,GB49456,551770,PREDICTED: Apis mellifera cytosolic purine 5'-nucleotidase
XM_624774.6,1.36E-05,0.001181047,0.361199496,0.083042729,10.22070444,0.048906576,0.001779271,0.012878439,0.018909013,0.018909013,LOC552401,LOC552401,GB42738,552401,"PREDICTED: Apis mellifera protein cueball (LOC552401), mRNA."
XM_006558338.3,1.40E-05,0.001200218,-3.74099192,0.861217581,2.518372391,5.839630298,0.338494848,1.886592317,0.291195491,1.886592317,LOC724735,LOC724735,GB46298,724735,PREDICTED: Apis mellifera endocuticle structural glycoprotein
NM_001110764.1,1.42E-05,0.001209822,2.700847543,0.622251338,9.034454826,3.045421289,0.006726216,1.154863968,0.036751445,1.154863968,Hex70a,Hex70a,,726848,"Apis mellifera hexamerin 70a (Hex70a), mRNA."
XM_026441868.1,1.47E-05,0.001238139,-0.495540345,0.114345189,14.002748,0.102629579,0.000139356,0.039085111,0.014155408,0.039085111,LOC408953,LOC408953,GB49688,408953,"PREDICTED: Apis mellifera peroxidase (LOC408953), transcript"
XM_006570781.3,1.48E-05,0.001244524,0.325075227,0.075058363,14.22541658,0.044184949,0.000110636,0.016790638,0.015039828,0.016790638,LOC409282,LOC409282,GB47418,409282,PREDICTED: Apis mellifera bromodomain-containing protein
NM_001011640.1,1.59E-05,0.001302885,2.218036956,0.513893212,9.27905519,2.061968257,0.00597213,0.786286571,0.032598987,0.786286571,JHBP-1,JHBP-1,,449496,"Apis mellifera take-out-like carrier protein (JHBP-1), mRNA."
XM_006570785.3,1.58E-05,0.001302885,0.273843734,0.06343862,11.34128746,0.030645408,0.00076145,0.010451381,0.011311925,0.011311925,LOC412117,LOC412117,GB47417,412117,PREDICTED: Apis mellifera mediator of RNA polymerase II
XM_001121441.5,1.59E-05,0.001302885,-0.462077663,0.107060333,11.62785846,0.08949134,0.000605559,0.033780186,0.010672789,0.033780186,LOC725614,LOC725614,GB43953,725614,"PREDICTED: Apis mellifera protein cycle (LOC725614), transcript"
XM_016911095.2,1.62E-05,0.001308802,0.54968274,0.127480657,9.860065916,0.126726625,0.002433418,0.046320536,0.023928421,0.046320536,LOC100577047,LOC100577047,GB55757,100577047,PREDICTED: Apis mellifera uncharacterized LOC100577047
XM_026441134.1,1.61E-05,0.001308802,0.423253041,0.098142124,9.892524859,0.075125973,0.001927217,0.026968412,0.023438357,0.026968412,LOC727202,LOC727202,GB50313,727202,PREDICTED: Apis mellifera carbohydrate sulfotransferase 11
XM_623279.6,1.64E-05,0.001308929,0.359632878,0.083465605,13.85732352,0.054272967,0.000150349,0.020749173,0.013635856,0.020749173,LOC409911,LOC409911,GB47462,409911,PREDICTED: Apis mellifera protein disulfide-isomerase A3
XM_006571667.3,1.64E-05,0.001308929,-1.761304641,0.408744642,10.35744013,1.301704325,0.002215007,0.499001539,0.01739114,0.499001539,LOC724993,LOC724993,GB53925,724993,"PREDICTED: Apis mellifera uncharacterized LOC724993 (LOC724993),"
XM_006567446.3,1.67E-05,0.001320649,0.297013464,0.068988816,11.34367994,0.037039518,0.000753816,0.013524554,0.011305117,0.013524554,LOC409790,LOC409790,GB53424,409790,PREDICTED: Apis mellifera multiple coagulation factor deficiency
XR_003305858.1,1.72E-05,0.001346338,-0.76575158,0.178127119,7.647620494,0.24645496,0.009587781,0.08560003,0.062367603,0.08560003,LOC100576825,LOC100576825,,100576825,PREDICTED: Apis mellifera uncharacterized LOC100576825
XM_026445834.1,1.74E-05,0.001346338,-0.298414796,0.069456885,12.3152545,0.037443812,0.00040849,0.014064287,0.010353893,0.014064287,LOC412890,LOC412890,GB47625,412890,PREDICTED: Apis mellifera A disintegrin and metalloproteinase with
XM_026439225.1,1.73E-05,0.001346338,3.786495285,0.881049644,9.628759265,6.027281263,0.007261299,2.321484128,0.027406671,2.321484128,LOC724114,LOC724114,GB52864,724114,"PREDICTED: Apis mellifera uncharacterized LOC724114 (LOC724114),"
NM_001242436.1,1.79E-05,0.001378257,0.261469037,0.060952778,12.70659136,0.025354714,0.000324234,0.007056134,0.010821489,0.010821489,Stt3B,Stt3B,,551853,Apis mellifera catalytic subunit 3B of the
XM_624350.5,1.88E-05,0.00144131,-0.674693651,0.157703046,14.31562683,0.191976554,0.000105386,0.074505367,0.015431063,0.074505367,LOC551968,LOC551968,GB50598,551968,"PREDICTED: Apis mellifera aldose reductase (LOC551968), mRNA."
XM_393277.6,1.90E-05,0.001444517,-0.308368969,0.072111682,11.95916467,0.0401161,0.00054276,0.015057524,0.010310625,0.015057524,LOC409783,LOC409783,GB40594,409783,"PREDICTED: Apis mellifera uncharacterized LOC409783 (LOC409783),"
NM_001040207.1,1.97E-05,0.001485248,3.122212297,0.731438893,8.234497109,4.11770132,0.012982858,1.592025705,0.05204072,1.592025705,Obp17,Obp17,,552478,"Apis mellifera odorant binding protein 17 (Obp17), mRNA."
XM_396934.7,2.15E-05,0.001610334,0.589764081,0.1387995,8.322816233,0.144501037,0.007456508,0.047148131,0.050339396,0.050339396,LOC413490,LOC413490,GB53677,413490,"PREDICTED: Apis mellifera clavesin-2 (LOC413490), transcript"
XR_001703089.2,2.20E-05,0.001642098,-0.266699462,0.062853571,11.40457482,0.029035306,0.000710962,0.009889294,0.011140752,0.011140752,LOC107964488,LOC107964488,,107964488,PREDICTED: Apis mellifera uncharacterized LOC107964488
XM_006565239.3,2.38E-05,0.001763444,-0.544305639,0.128808383,12.37184955,0.126050352,0.000409004,0.049365794,0.010397262,0.049365794,LOC100577913,LOC100577913,,100577913,"PREDICTED: Apis mellifera protein roadkill (LOC100577913),"
XM_026444740.1,2.55E-05,0.001874173,0.907002827,0.215414214,8.67456724,0.350914627,0.006060981,0.133148871,0.043470905,0.133148871,LOC113218576,LOC113218576,,113218576,"PREDICTED: Apis mellifera lysozyme-like (LOC113218576), mRNA."
XM_006562752.3,2.70E-05,0.001973143,0.497340158,0.118487402,10.28611689,0.105747239,0.00194546,0.040172334,0.018149452,0.040172334,LOC413594,LOC413594,GB53847,413594,PREDICTED: Apis mellifera abhydrolase domain-containing protein 2
XM_026439691.1,2.75E-05,0.00199412,0.266662894,0.063588596,11.32184068,0.026930108,0.000762252,0.007528138,0.011368277,0.011368277,LOC552667,LOC552667,GB47107,552667,"PREDICTED: Apis mellifera protein charybde (LOC552667), transcript"
XM_006568835.3,2.86E-05,0.002067276,0.460854928,0.110148391,9.664880557,0.091012894,0.002700023,0.033697981,0.026878121,0.033697981,LOC726332,LOC726332,GB55582,726332,"PREDICTED: Apis mellifera CREB-binding protein (LOC726332),"
XM_026443578.1,2.98E-05,0.002121312,-0.531670636,0.127339636,12.77025524,0.12131659,0.000283052,0.048363097,0.010926648,0.048363097,LOC102654166,LOC102654166,,102654166,"PREDICTED: Apis mellifera trichohyalin (LOC102654166), transcript"
XM_006564281.3,2.96E-05,0.002121312,0.696558725,0.166781467,9.448837245,0.208187627,0.003207114,0.08024106,0.029973085,0.08024106,LOC552157,LOC552157,GB47971,552157,PREDICTED: Apis mellifera SET domain-containing protein SmydA-8
XM_006566550.3,3.02E-05,0.002124448,-0.609656164,0.146128613,11.11117269,0.15960446,0.00090337,0.063157345,0.01211386,0.063157345,LOC726861,LOC726861,GB14259,726861,"PREDICTED: Apis mellifera myosuppressin (LOC726861), transcript"
XM_392912.7,3.01E-05,0.002124448,0.33474798,0.080218674,10.81596315,0.048110882,0.001200242,0.018104865,0.013779518,0.018104865,LOC409397,LOC409397,GB47881,409397,PREDICTED: Apis mellifera signal peptidase complex catalytic
XM_026445312.1,3.05E-05,0.002135254,-1.316287431,0.315694786,7.919470737,0.744339431,0.010568675,0.288420919,0.057779339,0.288420919,LOC726302,LOC726302,GB50091,726302,"PREDICTED: Apis mellifera alpha-protein kinase 1 (LOC726302),"
XM_026446274.1,3.12E-05,0.002171533,0.84038023,0.201807984,6.297819077,0.303682787,0.027858349,0.094321038,0.085879696,0.094321038,LOC107966074,LOC107966074,,107966074,PREDICTED: Apis mellifera uncharacterized LOC107966074
XM_395981.7,3.24E-05,0.002239244,0.280913516,0.06759463,12.86269544,0.033982567,0.00028128,0.013425822,0.011088542,0.013425822,LOC412526,LOC412526,GB54601,412526,PREDICTED: Apis mellifera protein disulfide-isomerase A6 homolog
XM_395614.6,3.32E-05,0.002276931,0.539203163,0.129907944,13.61009982,0.125318397,0.000169586,0.050458636,0.012848275,0.050458636,LOC412150,LOC412150,GB41867,412150,"PREDICTED: Apis mellifera endoplasmin (LOC412150), mRNA."
XM_016911157.2,3.50E-05,0.002319022,-0.632613006,0.152867074,7.738327768,0.148673508,0.009242685,0.034238409,0.060862342,0.060862342,LOC102653954,LOC102653954,,102653954,PREDICTED: Apis mellifera uncharacterized LOC102653954
XM_003251121.4,3.42E-05,0.002319022,-0.494852645,0.119418268,11.34207323,0.1056781,0.000772133,0.042010035,0.011309686,0.042010035,LOC409715,LOC409715,GB40283,409715,PREDICTED: Apis mellifera bumetanide-sensitive
XM_026441043.1,3.48E-05,0.002319022,0.449487813,0.108588415,9.998976657,0.087260109,0.002173738,0.033200594,0.021866682,0.033200594,LOC411809,LOC411809,GB52285,411809,"PREDICTED: Apis mellifera enolase-phosphatase E1 (LOC411809), mRNA."
XM_026442250.1,3.47E-05,0.002319022,0.29763609,0.07188747,12.71836342,0.03825418,0.000288579,0.015214846,0.010840551,0.015214846,LOC412694,LOC412694,GB51666,412694,"PREDICTED: Apis mellifera uncharacterized LOC412694 (LOC412694),"
XR_001703868.2,3.48E-05,0.002319022,-0.355851651,0.085966542,10.38189645,0.05469078,0.001622382,0.020548357,0.017148861,0.020548357,LOC102656498,LOC102656498,,102656498,PREDICTED: Apis mellifera uncharacterized LOC102656498
XM_006559506.3,3.50E-05,0.002319022,0.359908052,0.086967777,14.58383519,0.05595484,8.92E-05,0.022600962,0.016717539,0.022600962,LOC409165,LOC409165,GB40461,409165,"PREDICTED: Apis mellifera calreticulin (LOC409165), mRNA."
XM_001121177.5,3.53E-05,0.002327516,-0.250836812,0.060644983,11.76738235,0.024850072,0.000558411,0.007900936,0.010475031,0.010475031,LOC725317,LOC725317,GB53250,725317,"PREDICTED: Apis mellifera PHD finger protein 12 (LOC725317),"
XM_001121077.5,3.76E-05,0.00245801,3.352490739,0.813383452,6.634252124,4.869578333,0.074505372,1.910272548,0.079185166,1.910272548,LOC725202,LOC725202,GB50116,725202,"PREDICTED: Apis mellifera chymotrypsin inhibitor (LOC725202), mRNA."
XM_624314.5,3.77E-05,0.00245801,0.958015766,0.232473796,5.747800998,0.397700418,0.049165309,0.112966889,0.10008525,0.112966889,LOC551929,LOC551929,GB44399,551929,"PREDICTED: Apis mellifera CG30101-like (LOC551929), mRNA."
XM_624610.6,3.83E-05,0.002482993,0.248471965,0.060348002,11.85700114,0.024389662,0.000544016,0.007763117,0.010381628,0.010381628,LOC552234,LOC552234,GB56018,552234,PREDICTED: Apis mellifera surfeit locus protein 4 homolog
XM_026441842.1,3.94E-05,0.002539526,0.453119605,0.110226148,10.37081811,0.089131476,0.001660331,0.03478908,0.017257458,0.03478908,LOC727239,LOC727239,GB46250,727239,"PREDICTED: Apis mellifera protein P54-like (LOC727239), mRNA."
XM_006568986.3,3.98E-05,0.002550168,-0.922677207,0.224574845,9.82714615,0.369728683,0.002204894,0.149096689,0.024428206,0.149096689,LOC410828,LOC410828,GB55638,410828,"PREDICTED: Apis mellifera tryptophan 2,3-dioxygenase (LOC410828),"
XM_006559529.3,4.21E-05,0.002679735,0.642434398,0.156852322,7.643486885,0.146765667,0.011372268,0.026253379,0.062435685,0.062435685,LOC102656154,LOC102656154,,102656154,PREDICTED: Apis mellifera uncharacterized LOC102656154
XM_006571193.3,4.38E-05,0.002761937,-0.68223993,0.166961602,11.95038429,0.202967206,0.0005377,0.08309083,0.010315125,0.08309083,LOC724497,LOC724497,GB42236,724497,"PREDICTED: Apis mellifera protein patched homolog 3 (LOC724497),"
XR_409602.3,4.38E-05,0.002761937,0.430498689,0.105344154,9.617619448,0.080809917,0.002693004,0.030599168,0.027567452,0.030599168,LOC102655946,LOC102655946,,102655946,PREDICTED: Apis mellifera uncharacterized LOC102655946
XM_392381.5,4.57E-05,0.002844458,0.281902139,0.069147661,14.01715545,0.030766342,0.0001349,0.009867432,0.014209297,0.014209297,LOC408851,LOC408851,GB44533,408851,PREDICTED: Apis mellifera putative cysteine proteinase CG12163
XM_006564518.3,4.55E-05,0.002844458,0.343140618,0.084148559,11.52360617,0.051424168,0.000763825,0.020479116,0.010866368,0.020479116,LOC411597,LOC411597,GB41850,411597,"PREDICTED: Apis mellifera hemocytin (LOC411597), transcript variant"
XM_623600.5,4.62E-05,0.002865455,0.37518141,0.092095404,13.02576782,0.061520925,0.000243895,0.025200795,0.01140177,0.025200795,LOC551205,LOC551205,GB47405,551205,"PREDICTED: Apis mellifera neutral alpha-glucosidase AB (LOC551205),"
NM_001024697.1,4.76E-05,0.002915748,1.959699147,0.481822585,7.394576875,1.680532032,0.022469931,0.67398908,0.066475979,0.67398908,Mrjp9,Mrjp9,,409873,"Apis mellifera major royal jelly protein 9 (Mrjp9), mRNA."
XR_003305876.1,4.74E-05,0.002915748,0.774301353,0.190342767,6.484668762,0.257487136,0.026665695,0.076707379,0.082025412,0.082025412,LOC113219158,LOC113219158,,113219158,PREDICTED: Apis mellifera uncharacterized LOC113219158
NM_001077823.2,4.89E-05,0.002964963,0.43986625,0.108318408,11.51980049,0.084766662,0.000753974,0.034444659,0.010874231,0.034444659,Glob1,Glob1,,751098,"Apis mellifera globin 1 (Glob1), mRNA."
XR_003305505.1,4.86E-05,0.002964963,1.312333971,0.323073345,5.901611198,0.754359359,0.040319578,0.272809581,0.095646265,0.272809581,LOC102654285,LOC102654285,,102654285,PREDICTED: Apis mellifera uncharacterized LOC102654285
XR_001706193.2,4.94E-05,0.002977572,1.098322011,0.270613736,4.837715853,0.522768569,0.087072282,0.126079772,0.1326231,0.1326231,LOC107965780,LOC107965780,,107965780,PREDICTED: Apis mellifera uncharacterized LOC107965780
XM_006570821.3,4.97E-05,0.002980835,-0.474890401,0.117050387,10.10222609,0.098871498,0.00199677,0.039105609,0.020424228,0.039105609,LOC100576435,LOC100576435,GB47498,100576435,"PREDICTED: Apis mellifera shootin-1 (LOC100576435), transcript"
XM_026444741.1,5.07E-05,0.003010326,1.696281778,0.418587378,9.779637652,1.262597945,0.003020797,0.522625381,0.025151281,0.522625381,LOC724899,LOC724899,GB15106,724899,"PREDICTED: Apis mellifera lysozyme (LOC724899), mRNA."
XM_003251064.4,5.05E-05,0.003010326,-1.141267035,0.281574161,11.30239223,0.57145378,0.000885351,0.236966673,0.011426457,0.236966673,LOC100578156,LOC100578156,,100578156,PREDICTED: Apis mellifera uncharacterized LOC100578156
XR_408726.3,5.26E-05,0.003095564,-1.223217113,0.302493904,5.113277608,0.65762338,0.072675268,0.201832419,0.121523918,0.201832419,LOC102655361,LOC102655361,,102655361,PREDICTED: Apis mellifera uncharacterized LOC102655361
XM_026446460.1,5.27E-05,0.003095564,0.66305979,0.163984375,8.590983382,0.193242829,0.005756693,0.074915933,0.045096476,0.074915933,LOC107964089,LOC107964089,,107964089,"PREDICTED: Apis mellifera aquaporin-11 (LOC107964089), mRNA."
XM_393288.7,5.37E-05,0.003125126,0.248506403,0.061529773,11.62238129,0.023973422,0.000675796,0.007168338,0.010681943,0.010681943,LOC409794,LOC409794,GB49549,409794,PREDICTED: Apis mellifera ubiquitin-conjugating enzyme E2 J1
XM_392367.7,5.35E-05,0.003125126,-0.574587841,0.142231447,10.14239921,0.145213372,0.00187648,0.058812873,0.01989186,0.058812873,LOC408836,LOC408836,GB50303,408836,"PREDICTED: Apis mellifera unc-112-related protein (LOC408836),"
XR_001703122.2,5.41E-05,0.003133141,-0.502231021,0.124406866,9.705159431,0.111001822,0.002433438,0.043997766,0.026278236,0.043997766,LOC100578835,LOC100578835,GB41325,100578835,PREDICTED: Apis mellifera uncharacterized LOC100578835
XM_026442642.1,5.65E-05,0.003254985,-0.314526174,0.078107242,10.51630254,0.043618398,0.001501899,0.016800325,0.01598845,0.016800325,LOC725558,LOC725558,GB47183,725558,"PREDICTED: Apis mellifera uncharacterized LOC725558 (LOC725558),"
XM_393870.7,5.87E-05,0.003362927,0.366279779,0.091160124,10.72728722,0.059253425,0.001273168,0.023657337,0.014398252,0.023657337,LOC410390,LOC410390,GB52091,410390,"PREDICTED: Apis mellifera protein suppressor of forked (LOC410390),"
